 table_schema |         table_name          |          column_name          |          data_type          | is_nullable |                        column_default                         |   primary_key   |   foreign_key    | foreign_table_schema |   foreign_table_name   | foreign_column_name 
 public       | oc_talk_bots_server         | id                            | bigint                      | NO          | nextval('oc_talk_bots_server_id_seq'::regclass)               | id              |                  |                      |                        | 
 public       | oc_talk_bots_server         | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | url                           | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | url_hash                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | description                   | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | secret                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | error_count                   | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | last_error_date               | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | last_error_message            | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | state                         | smallint                    | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_bots_server         | features                      | integer                     | NO          | 3                                                             |                 |                  |                      |                        | 
 public       | oc_talk_bridges             | id                            | bigint                      | NO          | nextval('oc_talk_bridges_id_seq'::regclass)                   | id              |                  |                      |                        | 
 public       | oc_talk_bridges             | room_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bridges             | json_values                   | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_bridges             | enabled                       | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_bridges             | pid                           | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_commands            | id                            | integer                     | NO          | nextval('oc_talk_commands_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_talk_commands            | app                           | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_commands            | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_commands            | command                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_commands            | script                        | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_commands            | response                      | integer                     | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_talk_commands            | enabled                       | integer                     | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_talk_consent             | id                            | bigint                      | NO          | nextval('oc_talk_consent_id_seq'::regclass)                   | id              |                  |                      |                        | 
 public       | oc_talk_consent             | token                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_consent             | actor_type                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_consent             | actor_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_consent             | date_time                     | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_internalsignaling   | id                            | bigint                      | NO          | nextval('oc_talk_internalsignaling_id_seq'::regclass)         | id              |                  |                      |                        | 
 public       | oc_talk_internalsignaling   | sender                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_internalsignaling   | recipient                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_internalsignaling   | message                       | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_internalsignaling   | timestamp                     | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | id                            | bigint                      | NO          | nextval('oc_talk_invitations_id_seq'::regclass)               | id              |                  |                      |                        | 
 public       | oc_talk_invitations         | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | state                         | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | local_room_id                 | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | access_token                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | remote_server_url             | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | remote_token                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | remote_attendee_id            | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | inviter_cloud_id              | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | inviter_display_name          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_invitations         | local_cloud_id                | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | id                            | bigint                      | NO          | nextval('oc_talk_poll_votes_id_seq'::regclass)                | id              |                  |                      |                        | 
 public       | oc_talk_poll_votes          | poll_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | room_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | actor_type                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | actor_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | display_name                  | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_poll_votes          | option_id                     | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | id                            | bigint                      | NO          | nextval('oc_talk_polls_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_talk_polls               | room_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | question                      | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | options                       | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | votes                         | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | num_voters                    | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_polls               | actor_type                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | actor_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_polls               | display_name                  | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_polls               | status                        | smallint                    | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_polls               | result_mode                   | smallint                    | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_polls               | max_votes                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | id                            | bigint                      | NO          | nextval('oc_talk_proxy_messages_id_seq'::regclass)            | id              |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | local_token                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | remote_server_url             | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | remote_token                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | remote_message_id             | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | actor_type                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | actor_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | actor_display_name            | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | message_type                  | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | system_message                | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | expiration_datetime           | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | message                       | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | message_parameters            | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | creation_datetime             | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_proxy_messages      | meta_data                     | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_reminders           | id                            | bigint                      | NO          | nextval('oc_talk_reminders_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_talk_reminders           | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_reminders           | token                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_reminders           | message_id                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_reminders           | date_time                     | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | id                            | bigint                      | NO          | nextval('oc_talk_retry_ocm_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | remote_server                 | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | num_attempts                  | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | next_retry                    | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | notification_type             | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | resource_type                 | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | provider_id                   | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_retry_ocm           | notification                  | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | id                            | integer                     | NO          | nextval('oc_talk_rooms_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_talk_rooms               | name                          | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | token                         | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | type                          | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | password                      | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | active_since                  | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | active_guests                 | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | last_activity                 | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | last_message                  | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | object_type                   | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | object_id                     | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | read_only                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | lobby_state                   | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | lobby_timer                   | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | assigned_hpb                  | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | sip_enabled                   | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | description                   | text                        | YES         | ''::text                                                      |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | listable                      | smallint                    | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | call_flag                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | default_permissions           | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | call_permissions              | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | remote_server                 | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | remote_token                  | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | message_expiration            | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | breakout_room_mode            | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | breakout_room_status          | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | avatar                        | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | call_recording                | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | recording_consent             | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | has_federation                | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_rooms               | mention_permissions           | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_sessions            | id                            | bigint                      | NO          | nextval('oc_talk_sessions_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_talk_sessions            | attendee_id                   | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_sessions            | session_id                    | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_talk_sessions            | in_call                       | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_sessions            | last_ping                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_talk_sessions            | state                         | smallint                    | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | id                            | bigint                      | NO          | nextval('oc_taskprocessing_tasks_id_seq'::regclass)           | id              |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | type                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | input                         | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | output                        | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | status                        | integer                     | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | user_id                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | app_id                        | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | custom_id                     | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | last_updated                  | integer                     | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | completion_expected_at        | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | progress                      | double precision            | YES         | '0'::double precision                                         |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | error_message                 | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | scheduled_at                  | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | started_at                    | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | ended_at                      | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | webhook_uri                   | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_taskprocessing_tasks     | webhook_method                | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | id                            | bigint                      | NO          | nextval('oc_text2image_tasks_id_seq'::regclass)               | id              |                  |                      |                        | 
 public       | oc_text2image_tasks         | input                         | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | status                        | integer                     | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | number_of_images              | integer                     | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | user_id                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | app_id                        | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | identifier                    | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | last_updated                  | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_text2image_tasks         | completion_expected_at        | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_text_documents           | id                            | bigint                      | NO          |                                                               | id              |                  |                      |                        | 
 public       | oc_text_documents           | current_version               | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_text_documents           | last_saved_version            | bigint                      | YES         | 0                                                             |                 |                  |                      |                        | 
 public       | oc_text_documents           | last_saved_version_time       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_text_documents           | last_saved_version_etag       | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_text_documents           | base_version_etag             | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_text_sessions            | id                            | bigint                      | NO          | nextval('oc_text_sessions_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_text_sessions            | user_id                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_text_sessions            | guest_name                    | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_text_sessions            | color                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_text_sessions            | token                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_text_sessions            | document_id                   | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
